State Code,FIPS County Code,County Name,Metal Level,Issuer Name,HIOS Issuer ID,Plan ID (Standard Component),Plan Marketing Name,Standardized Plan Option,Plan Type,Rating Area,Child Only Offering,Source,Customer Service Phone Number Local,Customer Service Phone Number Toll Free,Customer Service Phone Number TTY,Network URL,Plan Brochure URL,Summary of Benefits URL,Drug Formulary URL,Adult Dental ,Child Dental ,EHB Percent of Total Premium,Premium Scenarios,Premium Child Age 0-14,Premium Child Age 18,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30 ,Premium Adult Individual Age 40 ,Premium Adult Individual Age 50 ,Premium Adult Individual Age 60 ,Premium Couple 21  ,Premium Couple 30 ,Premium Couple 40 ,Premium Couple 50 ,Premium Couple 60 ,"Couple+1 child, Age 21","Couple+1 child, Age 30 ","Couple+1 child, Age 40 ","Couple+1 child, Age 50 ","Couple+2 children, Age 21","Couple+2 children, Age 30 ","Couple+2 children, Age 40 ","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Standard Plan Cost Sharing,Medical Deductible - Individual - Standard,Drug Deductible - Individual - Standard,Medical Deductible - Family - Standard,Drug Deductible - Family - Standard,Medical Deductible - Family (Per Person) - Standard,Drug Deductible - Family (Per Person) - Standard,Medical Maximum Out Of Pocket - Individual - Standard,Drug Maximum Out Of Pocket - Individual - Standard,Medical Maximum Out Of Pocket - Family - Standard,Drug Maximum Out Of Pocket - Family - Standard,Medical Maximum Out Of Pocket - Family (Per Person) - Standard,Drug Maximum Out Of Pocket - Family (Per Person) - Standard,Primary Care Physician - Standard,Specialist - Standard,Emergency Room - Standard,Inpatient Facility - Standard,Inpatient Physician - Standard,Generic Drugs - Standard,Preferred Brand Drugs - Standard,Non-preferred Brand Drugs - Standard,Specialty Drugs - Standard,73 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 73 Percent,Drug Deductible - Individual - 73 Percent,Medical Deductible - Family - 73 Percent,Drug Deductible - Family - 73 Percent,Medical Deductible - Family (Per Person) - 73 Percent,Drug Deductible - Family (Per Person) - 73 Percent,Medical Maximum Out Of Pocket - Individual - 73 Percent,Drug Maximum Out Of Pocket - Individual - 73 Percent,Medical Maximum Out Of Pocket - Family - 73 Percent,Drug Maximum Out Of Pocket - Family - 73 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Primary Care Physician - 73 Percent,Specialist - 73 Percent,Emergency Room - 73 Percent,Inpatient Facility - 73 Percent,Inpatient Physician - 73 Percent,Generic Drugs - 73 Percent,Preferred Brand Drugs - 73 Percent,Non-preferred Brand Drugs - 73 Percent,Specialty Drugs - 73 Percent,87 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 87 Percent,Drug Deductible - Individual - 87 Percent,Medical Deductible - Family - 87 Percent,Drug Deductible - Family - 87 Percent,Medical Deductible - Family (Per Person) - 87 Percent,Drug Deductible - Family (Per Person) - 87 Percent,Medical Maximum Out Of Pocket - Individual - 87 Percent,Drug Maximum Out Of Pocket - Individual - 87 Percent,Medical Maximum Out Of Pocket - Family - 87 Percent,Drug Maximum Out Of Pocket - Family - 87 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Primary Care Physician - 87 Percent,Specialist - 87 Percent,Emergency Room - 87 Percent,Inpatient Facility - 87 Percent,Inpatient Physician - 87 Percent,Generic Drugs - 87 Percent,Preferred Brand Drugs - 87 Percent,Non-preferred Brand Drugs - 87 Percent,Specialty Drugs - 87 Percent,94 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 94 Percent,Drug Deductible - Individual - 94 Percent,Medical Deductible - Family - 94 Percent,Drug Deductible - Family - 94 Percent,Medical Deductible - Family (Per Person) - 94 Percent,Drug Deductible - Family (Per Person) - 94 Percent,Medical Maximum Out Of Pocket -individual - 94 Percent,Drug Maximum Out Of Pocket - individual - 94 Percent,Medical Maximum Out Of Pocket - family - 94 Percent,Drug Maximum Out Of Pocket - Family  - 94 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Primary Care Physician - 94 Percent,Specialist - 94 Percent,Emergency Room - 94 Percent,Inpatient Facility - 94 Percent,Inpatient Physician - 94 Percent,Generic Drugs - 94 Percent,Preferred Brand Drugs - 94 Percent,Non-preferred Brand Drugs - 94 Percent,Specialty Drugs - 94 Percent,,
OH,39001,Adams,Silver,Anthem Blue Cross and Blue Shield,29276,29276OH0920428,Anthem Silver Pathway X HMO 6000/25% ($0 Virtual PCP + $0 Select Drugs + Incentives),Not Applicable,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemSilverPathwayXHMO6000250VirtualPCP0SelectDrugsIncentives/English/DG24746708,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,333.23,397.7,435.6,456.51,494.41,556.7,777.98,1182.22,871.2,988.82,1113.4,1555.96,2364.44,1204.43,1322.05,1446.63,1889.19,1537.66,1655.28,1779.86,2222.42,1870.89,1988.51,2113.09,2555.65,768.83,827.64,889.93,1111.21,1102.06,1160.87,1223.16,1444.44,1435.29,1494.1,1556.39,1777.67,,"$6,000",Included in Medical,"$12,000",Included in Medical,"$6,000",Included in Medical,"$7,800",Included in Medical,"$15,600",Included in Medical,"$7,800",Included in Medical,$25,25% Coinsurance after deductible,$500 Copay after deductible and 25% Coinsurance after deductible,$500 Copay per Stay after deductible and 50% Coinsurance after deductible,25% Coinsurance after deductible,$3,$40,40% Coinsurance after deductible,40% Coinsurance after deductible,,"$3,450",Included in Medical,"$6,900",Included in Medical,"$3,450",Included in Medical,"$6,650",Included in Medical,"$13,300",Included in Medical,"$6,650",Included in Medical,$25,25% Coinsurance after deductible,$500 Copay after deductible and 25% Coinsurance after deductible,$500 Copay per Stay after deductible and 50% Coinsurance after deductible,25% Coinsurance after deductible,$3,$40,40% Coinsurance after deductible,40% Coinsurance after deductible,,"$1,300",Included in Medical,"$2,600",Included in Medical,"$1,300",Included in Medical,"$1,750",Included in Medical,"$3,500",Included in Medical,"$1,750",Included in Medical,$25,25% Coinsurance after deductible,$350 Copay after deductible and 25% Coinsurance after deductible,$250 Copay per Stay after deductible and 50% Coinsurance after deductible,25% Coinsurance after deductible,$3,$40,40% Coinsurance after deductible,40% Coinsurance after deductible,,$250,Included in Medical,$500,Included in Medical,$250,Included in Medical,$700,Included in Medical,"$1,400",Included in Medical,$700,Included in Medical,$10,25% Coinsurance after deductible,$250 Copay after deductible and 25% Coinsurance after deductible,$150 Copay per Stay after deductible and 50% Coinsurance after deductible,25% Coinsurance after deductible,$3,$40,40% Coinsurance after deductible,40% Coinsurance after deductible,,
OH,39001,Adams,Expanded Bronze,Anthem Blue Cross and Blue Shield,29276,29276OH0920429,Anthem Bronze Pathway X HMO 5500 ($0 Virtual PCP + $0 Select Drugs + Incentives),Not Applicable,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePathwayXHMO55000VirtualPCP0SelectDrugsIncentives/English/DG24746714,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,270,322.23,352.94,369.88,400.59,451.06,630.35,957.88,705.88,801.18,902.12,1260.7,1915.76,975.88,1071.18,1172.12,1530.7,1245.88,1341.18,1442.12,1800.7,1515.88,1611.18,1712.12,2070.7,622.94,670.59,721.06,900.35,892.94,940.59,991.06,1170.35,1162.94,1210.59,1261.06,1440.35,,"$5,500",Included in Medical,"$11,000",Included in Medical,"$5,500",Included in Medical,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,$50,30% Coinsurance after deductible,$500 Copay after deductible and 30% Coinsurance after deductible,$500 Copay per Stay after deductible and 50% Coinsurance after deductible,30% Coinsurance after deductible,$20,$80 Copay after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39001,Adams,Expanded Bronze,Anthem Blue Cross and Blue Shield,29276,29276OH0920430,Anthem Bronze Pathway X HMO 6000 ($0 Virtual PCP + $0 Select Drugs + Incentives),Not Applicable,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePathwayXHMO60000VirtualPCP0SelectDrugsIncentives/English/DG24746416,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,256.56,306.19,335.37,351.47,380.64,428.6,598.97,910.19,670.74,761.28,857.2,1197.94,1820.38,927.3,1017.84,1113.76,1454.5,1183.86,1274.4,1370.32,1711.06,1440.42,1530.96,1626.88,1967.62,591.93,637.2,685.16,855.53,848.49,893.76,941.72,1112.09,1105.05,1150.32,1198.28,1368.65,,"$6,000",Included in Medical,"$12,000",Included in Medical,"$6,000",Included in Medical,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,$50 and 35% Coinsurance after deductible,35% Coinsurance after deductible,$500 Copay after deductible and 35% Coinsurance after deductible,$500 Copay per Stay after deductible and 35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39001,Adams,Bronze,Anthem Blue Cross and Blue Shield,29276,29276OH0920431,Anthem Bronze Pathway X HMO 9100/0% Standard,Design 1,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePathwayXHMO91000Standard/English/DG24746748,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,252.19,300.98,329.66,345.48,374.16,421.31,588.77,894.7,659.32,748.32,842.62,1177.54,1789.4,911.51,1000.51,1094.81,1429.73,1163.7,1252.7,1347,1681.92,1415.89,1504.89,1599.19,1934.11,581.85,626.35,673.5,840.96,834.04,878.54,925.69,1093.15,1086.23,1130.73,1177.88,1345.34,,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39001,Adams,Expanded Bronze,Anthem Blue Cross and Blue Shield,29276,29276OH0920432,Anthem Bronze Pathway X HMO 7500/50% Standard,Design 1,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePathwayXHMO750050Standard/English/DG24746723,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,276.1,329.51,360.91,378.23,409.63,461.24,644.59,979.51,721.82,819.26,922.48,1289.18,1959.02,997.92,1095.36,1198.58,1565.28,1274.02,1371.46,1474.68,1841.38,1550.12,1647.56,1750.78,2117.48,637.01,685.73,737.34,920.69,913.11,961.83,1013.44,1196.79,1189.21,1237.93,1289.54,1472.89,,"$7,500",Included in Medical,"$15,000",Included in Medical,"$7,500",Included in Medical,"$9,000",Included in Medical,"$18,000",Included in Medical,"$9,000",Included in Medical,$50,$100,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$25,$50 Copay after deductible,$100 Copay after deductible,$500 Copay after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39001,Adams,Silver,Anthem Blue Cross and Blue Shield,29276,29276OH0920433,Anthem Silver Pathway X HMO 5800/40% Standard,Design 1,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemSilverPathwayXHMO580040Standard/English/DG24747081,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,329.25,392.95,430.39,451.05,488.49,550.04,768.68,1168.08,860.78,976.98,1100.08,1537.36,2336.16,1190.03,1306.23,1429.33,1866.61,1519.28,1635.48,1758.58,2195.86,1848.53,1964.73,2087.83,2525.11,759.64,817.74,879.29,1097.93,1088.89,1146.99,1208.54,1427.18,1418.14,1476.24,1537.79,1756.43,,"$5,800",Included in Medical,"$11,600",Included in Medical,"$5,800",Included in Medical,"$8,900",Included in Medical,"$17,800",Included in Medical,"$8,900",Included in Medical,$40,$80,40% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,$20,$40,$80 Copay after deductible,$350 Copay after deductible,,"$5,700",Included in Medical,"$11,400",Included in Medical,"$5,700",Included in Medical,"$7,200",Included in Medical,"$14,400",Included in Medical,"$7,200",Included in Medical,$30,$60,40% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,$20,$40,$80 Copay after deductible,$350 Copay after deductible,,$800,Included in Medical,"$1,600",Included in Medical,$800,Included in Medical,"$3,000",Included in Medical,"$6,000",Included in Medical,"$3,000",Included in Medical,$20,$40,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$10,$20,$60 Copay after deductible,$250 Copay after deductible,,$0,Included in Medical,$0,Included in Medical,$0,Included in Medical,"$1,700",Included in Medical,"$3,400",Included in Medical,"$1,700",Included in Medical,No Charge,$10,25%,25%,25%,No Charge,$15,$50,$150,,
OH,39001,Adams,Gold,Anthem Blue Cross and Blue Shield,29276,29276OH0920434,Anthem Gold Pathway X HMO 2000/25% Standard,Design 1,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemGoldPathwayXHMO200025Standard/English/DG24747106,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,477.93,570.4,624.75,654.74,709.09,798.43,1115.8,1695.57,1249.5,1418.18,1596.86,2231.6,3391.14,1727.43,1896.11,2074.79,2709.53,2205.36,2374.04,2552.72,3187.46,2683.29,2851.97,3030.65,3665.39,1102.68,1187.02,1276.36,1593.73,1580.61,1664.95,1754.29,2071.66,2058.54,2142.88,2232.22,2549.59,,"$2,000",Included in Medical,"$4,000",Included in Medical,"$2,000",Included in Medical,"$8,700",Included in Medical,"$17,400",Included in Medical,"$8,700",Included in Medical,$30,$60,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,$15,$30,$60,$250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39001,Adams,Silver,Ambetter from Buckeye Health Plan,41047,41047OH0010025,Complete Silver,Not Applicable,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0010025-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,,,100.00%,,262.67,313.49,343.37,359.84,389.71,438.81,613.24,931.88,686.74,779.42,877.62,1226.48,1863.76,949.41,1042.09,1140.29,1489.15,1212.08,1304.76,1402.96,1751.82,1474.75,1567.43,1665.63,2014.49,606.04,652.38,701.48,875.91,868.71,915.05,964.15,1138.58,1131.38,1177.72,1226.82,1401.25,,"$6,000",Included in Medical,"$12,000",Included in Medical,"$6,000",Included in Medical,"$8,500",Included in Medical,"$17,000",Included in Medical,"$8,500",Included in Medical,$30,$60,40% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,$18.20,$55,50% Coinsurance after deductible,50% Coinsurance after deductible,,"$5,000",Included in Medical,"$10,000",Included in Medical,"$5,000",Included in Medical,"$7,250",Included in Medical,"$14,500",Included in Medical,"$7,250",Included in Medical,$20,$50,40% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,$18.20,$50,50% Coinsurance after deductible,50% Coinsurance after deductible,,$0,Included in Medical,$0,Included in Medical,$0,Included in Medical,"$3,000",Included in Medical,"$6,000",Included in Medical,"$3,000",Included in Medical,$15,$35,40%,40%,40%,$9.40,$40,50%,50%,,$0,Included in Medical,$0,Included in Medical,$0,Included in Medical,"$1,700",Included in Medical,"$3,400",Included in Medical,"$1,700",Included in Medical,No Charge,$5,25%,25%,25%,No Charge,$25,35%,35%,,
OH,39001,Adams,Silver,Ambetter from Buckeye Health Plan,41047,41047OH0010027,Everyday Silver,Not Applicable,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0010027-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,,,100.00%,,260.28,310.63,340.24,356.57,386.17,434.82,607.66,923.4,680.48,772.34,869.64,1215.32,1846.8,940.76,1032.62,1129.92,1475.6,1201.04,1292.9,1390.2,1735.88,1461.32,1553.18,1650.48,1996.16,600.52,646.45,695.1,867.94,860.8,906.73,955.38,1128.22,1121.08,1167.01,1215.66,1388.5,,"$6,500",Included in Medical,"$13,000",Included in Medical,"$6,500",Included in Medical,"$8,400",Included in Medical,"$16,800",Included in Medical,"$8,400",Included in Medical,$35,$70,40% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,$22.60,$60,50% Coinsurance after deductible,50% Coinsurance after deductible,,"$4,100",Included in Medical,"$8,200",Included in Medical,"$4,100",Included in Medical,"$7,250",Included in Medical,"$14,500",Included in Medical,"$7,250",Included in Medical,$25,$50,40% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,$22.60,$45,50% Coinsurance after deductible,50% Coinsurance after deductible,,$950,Included in Medical,"$1,900",Included in Medical,$950,Included in Medical,"$2,750",Included in Medical,"$5,500",Included in Medical,"$2,750",Included in Medical,$5,$30,40% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,$9.40,$40,50% Coinsurance after deductible,50% Coinsurance after deductible,,$0,Included in Medical,$0,Included in Medical,$0,Included in Medical,"$1,400",Included in Medical,"$2,800",Included in Medical,"$1,400",Included in Medical,No Charge,$10,25%,25%,25%,No Charge,$30,50%,50%,,
OH,39001,Adams,Gold,Ambetter from Buckeye Health Plan,41047,41047OH0010041,Complete Gold,Not Applicable,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0010041-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,,,100.00%,,281.06,335.43,367.4,385.03,416.99,469.53,656.17,997.11,734.8,833.98,939.06,1312.34,1994.22,1015.86,1115.04,1220.12,1593.4,1296.92,1396.1,1501.18,1874.46,1577.98,1677.16,1782.24,2155.52,648.46,698.05,750.59,937.23,929.52,979.11,1031.65,1218.29,1210.58,1260.17,1312.71,1499.35,,"$1,450",Included in Medical,"$2,900",Included in Medical,"$1,450",Included in Medical,"$7,500",Included in Medical,"$15,000",Included in Medical,"$7,500",Included in Medical,$15,$35,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$13.80,$30,30% Coinsurance after deductible,30% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39001,Adams,Bronze,Ambetter from Buckeye Health Plan,41047,41047OH0010043,Clear Bronze,Not Applicable,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0010043-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,,,100.00%,,211.19,252.04,276.07,289.31,313.33,352.81,493.04,749.23,552.14,626.66,705.62,986.08,1498.46,763.33,837.85,916.81,1197.27,974.52,1049.04,1128,1408.46,1185.71,1260.23,1339.19,1619.65,487.26,524.52,564,704.23,698.45,735.71,775.19,915.42,909.64,946.9,986.38,1126.61,,"$8,600",Included in Medical,"$17,200",Included in Medical,"$8,600",Included in Medical,"$8,600",Included in Medical,"$17,200",Included in Medical,"$8,600",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,$22.60,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39001,Adams,Expanded Bronze,Ambetter from Buckeye Health Plan,41047,41047OH0010045,Choice Bronze HSA,Not Applicable,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0010045-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,,,100.00%,,231.2,275.93,302.23,316.73,343.02,386.24,539.77,820.24,604.46,686.04,772.48,1079.54,1640.48,835.66,917.24,1003.68,1310.74,1066.86,1148.44,1234.88,1541.94,1298.06,1379.64,1466.08,1773.14,533.43,574.22,617.44,770.97,764.63,805.42,848.64,1002.17,995.83,1036.62,1079.84,1233.37,,"$6,900",Included in Medical,"$13,800",Included in Medical,"$6,900",Included in Medical,"$6,900",Included in Medical,"$13,800",Included in Medical,"$6,900",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39001,Adams,Expanded Bronze,Ambetter from Buckeye Health Plan,41047,41047OH0010057,Everyday Bronze,Not Applicable,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0010057-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,,,100.00%,,225.08,268.63,294.23,308.35,333.94,376.02,525.48,798.52,588.46,667.88,752.04,1050.96,1597.04,813.54,892.96,977.12,1276.04,1038.62,1118.04,1202.2,1501.12,1263.7,1343.12,1427.28,1726.2,519.31,559.02,601.1,750.56,744.39,784.1,826.18,975.64,969.47,1009.18,1051.26,1200.72,,"$8,300",Included in Medical,"$16,600",Included in Medical,"$8,300",Included in Medical,"$8,700",Included in Medical,"$17,400",Included in Medical,"$8,700",Included in Medical,$40,$90,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$27,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39001,Adams,Expanded Bronze,Ambetter from Buckeye Health Plan,41047,41047OH0010060,Elite Bronze,Not Applicable,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0010060-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,,,100.00%,,251.98,300.73,329.39,345.19,373.85,420.95,588.28,893.95,658.78,747.7,841.9,1176.56,1787.9,910.76,999.68,1093.88,1428.54,1162.74,1251.66,1345.86,1680.52,1414.72,1503.64,1597.84,1932.5,581.37,625.83,672.93,840.26,833.35,877.81,924.91,1092.24,1085.33,1129.79,1176.89,1344.22,,$0,"$3,800",$0,"$7,600",$0,"$3,800","$8,700",Included in Medical,"$17,400",Included in Medical,"$8,700",Included in Medical,$45,$115,"$1,250",$3000 Copay per Day,No Charge,$31.40,$195,$250 Copay after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
